movieId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
73469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110557,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
110553,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
94746,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101761,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
69611,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
55290,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5989,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5981,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5987,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5984,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5985,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
82447,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
102819,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43871,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6796,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6797,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6795,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
6790,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36708,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
6798,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
61941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
75940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99992,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
99996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
273,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32019,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
80590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78420,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55116,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
67255,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
114074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26394,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96811,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
26391,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
52460,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
52462,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
26399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113573,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
57473,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84122,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72980,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26021,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
81751,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45447,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45442,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
45440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2143,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
85616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44243,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44241,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
133345,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92420,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
58078,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2142,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
3519,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
94150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3512,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3516,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2688,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2686,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
