1,3.90732758621
2,3.35326086957
3,3.18965517241
4,2.81818181818
5,3.25
6,4.07391304348
7,3.38181818182
8,3.66666666667
9,2.86956521739
10,3.6
11,3.72941176471
12,2.825
13,3.4375
14,3.46
15,3.11111111111
16,3.78571428571
17,3.93
18,3.64285714286
19,2.64285714286
20,3.15625
21,3.49074074074
22,3.42857142857
23,3.14583333333
24,2.89473684211
25,3.77011494253
26,3.75
27,3.2
28,3.78571428571
29,4.23333333333
30,3.5
31,3.17045454545
32,3.93961352657
33,2.5
34,3.61627906977
35,3.0
36,3.98333333333
39,3.27551020408
40,3.25
41,3.65789473684
42,3.19230769231
43,3.27272727273
44,2.70754716981
45,3.36111111111
46,3.16666666667
47,4.13010204082
48,3.10714285714
49,4.0
50,4.32894736842
52,3.58108108108
53,3.0
54,3.0
55,3.0
57,3.66666666667
58,4.05319148936
59,3.0
60,3.04545454545
61,3.75
62,3.87362637363
63,2.94444444444
64,2.78571428571
65,2.28846153846
66,2.5
68,3.75
69,3.71875
70,3.40151515152
71,2.25
72,4.5
73,4.15
74,3.0
75,2.25
76,3.175
78,3.4
79,3.27272727273
80,3.33333333333
81,3.21428571429
82,3.45
83,3.8
84,4.0
85,3.85
86,3.33333333333
87,2.41666666667
88,3.0
89,3.11764705882
90,3.0
92,2.95454545455
93,2.55555555556
94,3.77272727273
95,3.09633027523
96,3.83333333333
97,3.89285714286
100,3.46153846154
101,3.75
102,2.71428571429
103,3.25
104,3.44936708861
105,3.35714285714
107,3.42105263158
108,2.0
110,4.10887096774
111,4.02966101695
112,3.39215686275
113,3.5
114,4.0
115,4.0
116,3.42857142857
117,3.72222222222
118,3.5
121,3.4
122,3.4
123,3.8
124,5.0
125,3.5
126,2.125
129,4.0
131,3.0
132,2.66666666667
135,3.27419354839
137,2.5
138,1.0
140,3.175
141,3.55188679245
144,3.33333333333
145,3.4328358209
146,3.66666666667
147,3.88461538462
149,3.8125
150,3.96954314721
151,3.48461538462
152,2.83333333333
153,2.96496815287
154,4.02631578947
155,3.28571428571
156,4.0
157,3.07142857143
158,2.94852941176
159,3.56666666667
160,2.72549019608
161,3.82242990654
162,3.79545454545
163,3.37096774194
164,3.475
165,3.5
166,2.83333333333
168,3.09615384615
169,2.4375
170,2.95833333333
171,2.75
172,2.45384615385
173,2.64084507042
174,2.25
175,3.42592592593
176,4.11111111111
177,3.375
178,4.0
179,3.0
180,3.45238095238
181,1.0
182,3.0
183,3.0
184,3.5
185,3.11428571429
186,3.01136363636
187,3.2
188,3.25
190,3.0
191,2.625
193,2.03225806452
194,3.98148148148
195,3.0
196,2.89516129032
198,3.31666666667
199,4.0
200,3.0
201,1.0
202,3.25
203,2.84090909091
204,2.72058823529
205,3.0
206,2.33333333333
207,3.47826086957
208,2.93495934959
209,2.33333333333
210,3.0
211,4.25
212,1.5
213,4.4
214,4.25
215,4.1
216,3.21052631579
217,2.8
218,2.78571428571
219,3.0
220,1.0
222,3.73529411765
223,3.9801980198
224,3.13513513514
225,3.32978723404
226,5.0
227,3.2380952381
228,2.5
229,3.8
230,3.42592592593
231,3.0033557047
232,3.98275862069
233,3.26923076923
234,2.72727272727
235,3.59027777778
236,3.25490196078
237,3.13636363636
238,3.5
239,2.94444444444
240,2.33333333333
241,3.5
242,3.28571428571
243,1.0
245,3.0
246,4.08333333333
247,3.72058823529
248,2.89285714286
249,3.84
250,3.33333333333
251,2.75
252,3.41428571429
253,3.50409836066
254,2.2
255,1.0
256,2.37755102041
257,3.23529411765
258,2.92857142857
259,3.41666666667
260,4.18864468864
261,3.56481481481
262,3.59523809524
263,3.5
265,3.87068965517
266,3.66891891892
267,2.5
268,3.14285714286
269,4.0
270,4.0
271,3.66666666667
272,3.61428571429
273,3.02857142857
274,3.0
275,2.2
276,3.23333333333
277,3.33333333333
278,3.0
279,3.5
280,3.425
281,3.65625
282,3.44444444444
283,3.0
288,3.45945945946
289,3.3
290,4.24
291,2.8
292,3.52232142857
293,4.12847222222
294,3.5
296,4.16
298,3.25
